MJD, Mag, MagErr
54208.345637,15.064960,0.008680
54212.315880,15.069940,0.010380
54212.325012,15.050820,0.008930
54212.334375,15.030470,0.008980
54212.343669,15.035100,0.009410
54212.353044,15.062880,0.009550
54230.197917,15.017750,0.011200
54230.216771,14.859060,0.012570
54230.226111,15.010530,0.011590
54234.252951,15.052580,0.008570
54234.262477,14.976060,0.010080
54234.281632,15.043080,0.009070
54242.247604,15.008370,0.011340
54242.255995,15.052360,0.012030
54265.166956,14.971250,0.010360
54265.177153,14.946140,0.009960
54265.187095,14.979690,0.010400
54271.165359,15.008970,0.009890
54271.175243,15.024300,0.009710
54271.185289,15.019660,0.009930
54271.195289,15.042910,0.010110
54271.205104,15.029080,0.009840
54481.409699,14.959520,0.009190
54481.422720,14.952920,0.010200
54481.435764,14.937700,0.007530
54481.448819,14.938040,0.009330
54481.462014,14.950430,0.007970
54506.396400,14.950020,0.006330
54506.409398,14.922160,0.006050
54506.421736,14.963470,0.006280
54506.434074,14.952440,0.006730
54506.446424,14.953160,0.006970
54522.455903,14.903440,0.009220
54522.467604,14.896100,0.008880
54522.479410,14.861590,0.008850
54522.491157,14.842990,0.009090
54522.502928,14.839970,0.009460
54529.382488,14.942340,0.005920
54529.394039,14.934940,0.005800
54529.405602,14.930940,0.005780
54529.417072,14.948210,0.005900
54529.428553,14.923770,0.005810
54533.444630,14.943130,0.010810
54533.455764,14.920230,0.010630
54533.466875,14.901140,0.010820
54533.478634,14.959550,0.010780
54535.383519,14.911260,0.005190
54535.395081,14.910970,0.005200
54535.406458,14.906740,0.005100
54535.417824,14.927570,0.005650
54535.429201,14.938850,0.006110
54553.365370,14.944570,0.006960
54553.377477,14.943940,0.008430
54553.389525,14.952340,0.008170
54562.355046,14.905750,0.004910
54562.366725,14.939110,0.005290
54562.378438,14.922980,0.005040
54562.390069,14.936010,0.005450
54562.401725,14.939450,0.005710
54567.261146,14.955020,0.013400
54567.272187,14.937510,0.013190
54567.283356,14.927310,0.013680
54567.294398,14.937260,0.013470
54567.305590,14.933320,0.013930
54570.245127,14.926480,0.008210
54570.256204,14.945300,0.008410
54570.267222,14.943930,0.008870
54570.278287,14.933070,0.008080
54570.289433,14.926940,0.008220
54584.303113,14.972790,0.007060
54584.313727,14.944680,0.007250
54584.324329,14.973960,0.008390
54584.334965,14.957850,0.007500
54584.345567,14.926770,0.008480
54591.294896,14.929680,0.008760
54591.305116,14.939080,0.007750
54591.315336,14.914800,0.007590
54591.325556,14.947510,0.007830
54591.335799,14.951930,0.008120
54599.203958,14.926700,0.011140
54599.214387,14.895230,0.010780
54599.224977,14.901760,0.011200
54599.235405,14.916350,0.011330
54599.246354,14.903180,0.011290
54614.214039,14.911590,0.006790
54614.224086,14.901400,0.006120
54614.234097,14.906760,0.006540
54614.244086,14.912460,0.006670
54614.254097,14.913870,0.007240
54623.169549,14.907060,0.019030
54623.189745,14.851220,0.019370
54623.199896,14.924700,0.020840
54623.209884,14.883420,0.020430
54829.458623,14.911190,0.007510
54829.471644,14.950700,0.007830
54829.484826,14.923520,0.006610
54829.497986,14.932640,0.006650
54829.511238,14.936990,0.006830
54838.456354,14.963760,0.008560
54838.469109,14.928860,0.007260
54838.481736,14.971710,0.007780
54838.494363,14.969290,0.007790
54838.506991,14.929220,0.007500
54853.403808,14.959150,0.009400
54853.416563,14.944810,0.007650
54853.423819,14.568690,0.016700
54853.429120,14.951860,0.007760
54853.441933,14.967010,0.008100
54853.454525,14.935670,0.007080
54853.463877,14.750980,0.013210
54853.477338,14.813030,0.011270
54859.402836,14.977000,0.006060
54859.415139,14.995560,0.006330
54859.427477,14.989220,0.006310
54859.439769,14.980220,0.005610
54859.452211,14.972250,0.005560
54868.382431,14.877680,0.015160
54868.405312,14.902330,0.014920
54868.416748,14.875150,0.017000
54868.428171,14.960170,0.012670
54885.389896,14.981590,0.009810
54915.296875,15.015740,0.007880
54915.309028,15.026500,0.007750
54915.321204,15.025730,0.018740
54919.354225,14.921690,0.008430
54919.366400,14.997090,0.008990
54919.378576,14.968690,0.007720
54919.390532,14.993400,0.007580
54919.402454,14.971780,0.007990
54945.295162,14.999390,0.008210
54945.305845,14.987070,0.007410
54945.320000,14.998630,0.007470
54945.331690,14.971910,0.007420
54945.343079,14.999820,0.007620
54952.210810,14.975290,0.008450
54952.223345,14.995510,0.009000
54952.251042,14.986820,0.008900
54952.263947,14.969810,0.009090
55209.450197,15.031210,0.017230
55209.462407,15.131380,0.010090
55209.474630,15.091790,0.010980
55214.403900,15.110350,0.008630
55214.416609,15.090780,0.008180
55214.429549,15.111810,0.008390
55214.442257,15.108400,0.007620
55244.404687,15.118860,0.007320
55244.417083,15.134890,0.007420
55244.429433,15.119260,0.007130
55244.441852,15.105410,0.006940
55264.451308,15.137500,0.010610
55264.462847,15.149400,0.011670
